movie,sentence,score
서울괴담,진짜 왠만하면 영화 다보고 나오는데 3류 B급보다 못한 개연성 1도없는 시나리오 보다 유치하고 시간아까워 30분 안되서 바로나왔습니다ㅋㅋ 돈아깝네요 안본눈삽니다 진심,1
꽃다발 같은 사랑을 했다,"낭만에 현실이 들어올 때, 마음을 지킬 수 있도록 하자.",10
서울괴담,1점도아깝다  ㅡㅡ써글 15000원 버리구옴,1
섹시 보이즈,가벼운 인스턴트 음식같은 영화,6
장고:분노의 추적자,2시간40분가량되는 영화에 한시간 남짓 출연하는 디카프리오의 존재감이란…,8
랜드,주인공의 고통과 아픔이 너무 절절하게 느껴졌어요. 삶의 의미란 무엇인지 생각해보게 해주는 영화였습니다.,10
링컨 차를 타는 변호사,강추입니다 꼭 보세요ㅎㅎ꿀잼꿀잼!,10
차타레 부인의 사랑,80년대에는 유명했던 영화..  국내에 개봉할때 편집심하게 했던걸로 아는데..,7
니 부모 얼굴이 보고 싶다,완벽한 피해자가 아닌 결국 가해자,7
신비한 동물들과 덤블도어의 비밀,지루함. 재미없음. 돈 아까움.,2
히즈 올 댓,미국의 mz세대 스토리 ..근데 남주가 알라딘 남주랑 유세윤 닮아서 동일인인 줄 알았는데 아니네 ㅋㅋㅋ,6
제8일의 밤,지루하지 않게 잘 봤습니다,10
서울괴담,개노잼 저 무서운것 ㄹㅇ 못 보는데 계속 눈떠서 본 영화는 이게 처음임 정말러닝타임 쓸데없이 길어서 언제 끝나나하고 쳐다봄 중간에 나간 사람들이 승리자임 진짜 공짜로 본 건데도 돈 아깝다 생각듬^^ 다 최악인데 감상포인트라고 할 게 있나...,1
이웃사촌,김대중 혼외자는 영화로 안나오냐?,1
야차,"으아.. 재미없어....아니 사람이 몇이 나오는데 캐릭터가 어떻게 이렇게 똑같을 수가 있죠? 다들 적당히 진지하고 목소리 톤도 적당히 다 똑같고.. 여자 남자 생긴것만 다르지 다 같은 사람이네요. 그 와중에 장첸도 보이네요. 겉만 따라하면 뭐합니까. 이 답답함을 뚫어 줄 출구가 없어요. 머리 아픕니다. 사람 잡아먹는 흉악하고 사나운 귀신.. 종잡을 수 없는 시한 폭탄 같은 인물.. 대사로만 캐릭터 줄줄 설명하면 뭐 하나요. 외적으로나 캐릭터로나 그냥 주인공이 한국 형사라 해도 이렇게하고 나올거 같네요. 야차라는 별명이 부끄러울 정돕니다. 감독님이 배우들 무조건 중간톤으로 천천히 읇조리라고 강요하셨나요? 아님 배우들 단합력이 이런 난국을 만든 건가요. 자극적이라는게 아닙니다. 사람이, 표현이, 대사, 말투가 너무 다 똑같아요. 차라리 책으로 읽었으면 상상력으로 그릴 수나 있지 영화가 너무 갖혀있고 답답했어요. 이수경 배우는 진짜 연기를 사랑하시네요. 그래도 줄줄줄 설명 대사에서는 정말 배우님이라도 난감했겠어요.",1
007 노 타임 투 다이,작품성에 주는 점수가 아닌 제임스 본드에게 주는 그리고 다니엘에게 주는 감사함이다. 누구에게나 끝은 있다,10
니 부모 얼굴이 보고 싶다,이시대에 꼭 봐야할 영화입니다!,10
웨이트: 감각에 눈뜰 때,자연이 예뻐서 보는 내내 자연 힐링. 여자는 같은 여자지만 도저히 이해가 안감,2
말모이,정말감사합니다.저희말을지켜주셔서고맙습니다감사합니다우리모두 잊지말길바랍니다,10
니 부모 얼굴이 보고 싶다,자식은 부모의 거울이다.,6
서울괴담,공포영화를 보면서 놀래지 않았던 적은 처음인 영화,1
더 배트맨,진짜 배트맨 영화. 그 어둡고 우울한 분위기 그게 진짜 배트맨이지.,10
소녀가 소녀에게,이렇게 이쁜 여주가 왕따라니...세상이 미쳐돌아가네 순수함의 결정체 같이 생긴애가 왕따 ㄷㄷ,10
쟈니 잉글리쉬,"저 보는거 같아서 엄청 웃었네요. 떨어지는 외향감각(se)ㅋㅋ. Se장착한 인싸들 동경하고 따라하다 잘했다 싶음 금방 콧대올라갔다가  바로바로 주변상황 못읽어서 길잃고 사람잘못보고 물건떨어뜨리는 등 칠칠치못한 사고치고 말만 청산유수요 실용성없는 지식은 또 이렇게 많이 알고있는지. 위급상황시마다 겸손하고 충실한 isfj부하직원에게 도움받음ㅋㅋ근데 미스터빈에서도였지만 운전하나는 기가막히게 함 ㅋㅋ인팁엔팁들은 다 보시길. 형식과 권위에 치중하는 영국을 풍자하기도 하고  영국식 유머, 프랑스 욕하면서 여행은 프랑스로 가는 영국인의 위선을 꼬집기도.. 볼만해요 ㅋㅋㅋ",10
굿모닝 에브리원,그냥 당 떨어질때 단거 먹듯이 의욕 떨어지고 기죽을때 보는 영화. 레이첼처럼 상콤발랄하고 에너지 주입해주는 영화!,10
나의 촛불,"시대착오적인 영화도 아닌, 다큐도 아닌 선전물이 또 나와부렸어",1
오아시스,남들  눈에는 못마땅하고 모자란 것 투성일지라도 서로에게는 완벽한 사랑,8
앵커,사회적 문제를 적절히 다룬듯..재밌었다영화관에 나 혼자만 있어서 무서워ㅛ름 ㅎ,10
신비한 동물들과 덤블도어의 비밀,호그와트가 나오는데 너무 좋았음 ㅠㅠ 동물들도 귀엽고!,10
니 부모 얼굴이 보고 싶다,보고 피해자 생각에 마음이 아팠습니다…,10
서울괴담,죄다애매하고 중간에 끊긴느낌 빨간귀신이 벽타고올라갈때부터 뭔가 잘못됨을 느낌,2
분노의 질주: 더 얼티메이트,7편에서 끝났어야 했다.. 이젠 나락릐 길로 가는군.. 내가 알던 분질은 없어졌다..,5
그린 북,가슴이먹먹합니다늦게나마 볼수있게되어 영광인 작품입니다,10
샹치와 텐 링즈의 전설,영상미가 너무좋아서 놀랐고 디즈니플러스로 이터널스보면서 이게뭐지...하다가 바로 샹치보니까 타격감좋은 액션과 몇인물에 포커싱된 몰입감이 좋았어요!보고난 감상으로 7점대는 절대 아닌거 같고 10점만점으로 아쉬운점이 없다고 할순없지만 평점이 너무 너프당해있는거같아서 10점 남기고 가요!간만에 재밌게 영화봣네요 ㅎㅎㅎㅎ,10
앵커,오랜만에 재미있게 본 영화입니다.,10
킹스맨: 골든 서클,이게 영화인가? 허무맹랑한 쓰레기 영화.,1
푸른 호수,어제 궁금한 이야기 Y에서 보았던 분 이야기와 비슷해서 가슴 먹먹하면서 보게 되었네요. 추방되어 한국에 와도 정착하지 못하고 떠돌이 생활을 해야하는 미국 시민권 없는 이민자의 가슴 아픈 사연 잘 봤습니다.,10
아이리시맨,너무 길고 지루함 사람들도 헷갈리고,7
올드,나만 재밌었음..? 원래 이렇게 현실자각하고 보면 안되는 영화는 기대 안하고 보는데 전혀 예상못한 결말이라 감명받았음 결말은 일본 마루타가 생각남,10
앵커,"의미심장한 메시지를 남기는, 무겁지만 외면할 수 없는 영화",10
쿠폰의 여왕,내용은 예상에서 크게 벗어나지 않으나 가끔 나오는 웃음 포인트가 재미를 선사한다.,7
신비한 동물들과 덤블도어의 비밀,해덕이라면 재밌게볼듯,10
푸른 호수,"과거 국제 입양의 헛점이 지금도 고통을 주고 있음을 알게 해준 영화입니다. 연기, 스토리 모두 일품이네요. 전감독님 연기 너무 잘해요. 예전 차인표쌤과 나온 영화에서 교포 연기 했던 분이었다니 .. 역시나 싶어요.",10
말할 수 없는 비밀,"과거에도, 현재도, 미래에도 10점인 나의 전무후무한 인생영화",10
지니어스,가끔 천재성을 가진 친구를 하나정도 알고있었으면 좋겠다는 생각을 해봤다. 왜냐구? 독특하잖아. 그런데 둘은 싫다. 왜냐구? 골치아파~ ㅎㅎㅎ,8
내가 처음으로 사랑한 소녀,"퀴어영화에 뭘 더 바라는가?그들의 사랑이 순간 아름다웠으면 됐지, 사실 그게 전부다. 우리는 한순간으로 하루를 살아가고 다시 또 그게 모여서 추억이 된다.여러 감정에 휘둘려 다니지 말고 한가지 감정에 집중하자, 그것만으로 만족하며 살아가야 한다.",10
신비한 동물들과 덤블도어의 비밀,이거 평점보고 기대안하고봐서그런자존 나 재미있었다요 하 미치는줄 ㅠㅠㅠ너무잼있러 덤블도어 존나멋져영 우앵,10
니 부모 얼굴이 보고 싶다,오랜만에 반전 영화 나왔네,7
그린 나이트,재밌게 봤는데 마지막에 off with your head가 네 머릴 자르마라고 번역 되어 있는데 잘못된 번역같네요.,10
스텔라,평점 엄청 낮게 준 사람들은 얼만큼 기대를 한 건지... 기냥저냥 풋 하고 웃을 정도로 잔잔한 코믹 로드 무비로 나름 괜찮았네요. 간만에 올드카 스텔라도 보고 좋네요.,8
극장판 주술회전 0,킬링타임용 약간의오글거림 재밌게봤딘,8
극장판 주술회전 0,킬링타임용 약간의오글거림 재밌게봤딘,8
극장판 주술회전 0,킬링타임용 약간의오글거림 재밌게봤딘,8
서울괴담,걍  초딩때 들어보던 괴담을 영화로 표현한거임 노잼임..보지마셈..,4
이터널스,파워(초능력적 무기)에 대한 타당성이나 정당성이 전혀 없고 설명이 없더라도 납득 정도는 되어야 몰입이 되는데 그냥 무조건 神이나 절대적 존재 핑계대고 이상한 능력 부여하고 그 파워에 일관성도 없이 완전 애들 장난처럼 매우 즉흥적. 나쁜놈(파괴세력ㅋㅋㅋ)도 온갖 SF의 악마 캐릭을 혼합짬뽕 시켜서 ㅋㅋ 이젠 별의 별 능력을 다 가져다 붙이고 변형 시켜봐야 요즘 사람들 뭥미?? 이럴 듯. 같잖다는 느낌이 너무 드네요 ㅎㅎ;; 사람들 움직임에 특히 마지막 전투장면부터 CG 티가 너무 나는데 기술 안되면 차라리 다른 기술을 쓰던지 아예 그런 장면을 넣지 말아야지.. 아무리 SF 판타지 장르이지만 극도로 억지스럽고 말이 안되도 이렇게 안되는 스토리를 끼워 맞추려다 보니 고스란히 졸작이 되어버린 듯. 스토리 자체도 요즘같은 시대에 시청자들도 보는 눈이 장난이 아닌데 &amp;#39;태초에..&amp;#39; 이렇게 시작해서 모든 말도 안됨을  퉁쳐 버리고 억지스럽게 짜맞추려 하다보니 진짜 졸렬해도 이렇게 졸렬할 수가 없다. 이젠 이러한 판타지물도 스토리 고갈에 컨셉조차 맛탱이 가서 당분간 획기적인 작품은 안나올 듯. 게다가 2시간 30분 훌쩍~ 과하디 과한 모든걸 다 가져다 붙인 졸작의 진수를 기록하려 한 듯. 한마디로 진상 ㅋㅋㅋ 그나마 마블리 보는 맛으로 보다가 ..,1
니 부모 얼굴이 보고 싶다,때린 놈이 다리 뻗고 자는 세상.,8
서울괴담,이게뭘까... 그냥 재미없음,1
니 부모 얼굴이 보고 싶다,다 보고서도 찜찜했던 영화.처음부터 끝까지 증거인멸만했던 영화,8
신비한 동물들과 덤블도어의 비밀,"갈수록 지지부진하고 아쉬운 시리즈. 영상, 음악은 나쁘지 않음.",6
돈 룩 업,나는 이 영화속 대통령을 보며 윤석열후보가 생각이 났다 썩은 정치인들과 재벌들을 제대로 보여주는 영화,10
신이 있는 달의 아이,주인공 칸나랑 도깨비랑 시노(토끼) 셋 다 캐릭 자체가 귀엽고 스토리도 넘 재밌네요! 2도 나왔으면..ㅠ,10
메리 셸리: 프랑켄슈타인의 탄생,그들의 갈등 속에서 문학이 나온다,10
사일런스,신은 단지 인간이 만들어낸 허상일뿐이다. 그렇지 않고서야 어찌 본인을 믿고따르는 충성심을 빙자하여추종자들에게 그런 고통을 줄 수 있음? 안믿으면 지옥불로 떨어트리고 믿어도 고통받으며 죽게하고 ㅋㅋㅋㅋ 대체 어느 장단에 맞춰야하는건가 ㅋㅋ,8
야차,액션 스파이물 좋은데내용이 종북빨갱이라 1점준다,2
문폴,"moonfall에 fall이란 단어는 보통 추락이란 뜻으로 알려져있는데 다른뜻으로 함락당하다, 기능저하 이런 의미도 부여할수 있습니다.",10
앰뷸런스,감독의 정신 상태가 의심되는 영화,2
중경삼림,볼 때마다 감상이 바뀌는 영화,10
렛 힘 고,무난한 영화 요즘의 자극적인 영화보다 좋았다,10
빌로우 제로,50대 아빠와 딸이 함께 보면 평점은 모두 만점 나옵니다. ㅎㅎㅎ 딸만 둘 둔 딸바보 아빠가 감상평 올립니다.,10
니 부모 얼굴이 보고 싶다,중학생 아들이랑 둘이 봤어요부모로서 많은 생각을 하게 됩니다학생자녀가 있으신 부모들은 자식들과 함께 보길 추천 드립니다,10
언니,"넷플 떠서 봤는데 영화 비추입니다. 보는 내내 불편, 답답하고 스토리도 뻔하고 이시영이 돋보이는 영화이지만 그럼에도 이시영이 아깝다",2
니 부모 얼굴이 보고 싶다,"보고 나니 계속 생각이 나네요. 담담하면서도 에너지 강한 영화였습니다. 배우들의 연기와 스토리, 연출, 음향까지 좋았습니다. 추천합니다.",10
서울괴담,재밌어요 꼭 보세요!!,10
버닝,오타쿠 평론가들은 정말로 이 허구의 청춘로맨스로 기인한 발연기의 향연을 과연 이창동이란 이름으로 덮을 작정인가? 구질구질함과 예술성은 전혀 관련이 없다.,6
야차,진짜 이렇게 재미없을 수가 있구나..,1
나일 강의 죽음,너무지루해요지루한게 다이김,1
동경 이야기,살아계실때잘해야지 부모님들은 기다려주시지않네요...,9
낙원의 밤,재밌게 잘 가다 말 못알아쳐먹는 부분이 별점 깎음  엄태구 연기는 좋았음.,8
신사는 금발을 좋아한다,금발녀는 멍청하단 편견이 이 영화때문에 생긴거지.,6
벼랑 위의 포뇨,포뇨가 고작 별점 8점? ;;;,10
광대: 소리꾼,“우리 소리가 참 흥겹고 구슬프고 정겹구나” 알게된 영화였어요. 서편제 이후 판소리를 소재로 한 영화중 최고입니다. 청이로 나온 아역배우의 눈빛 연기부터 남녀배우들 모두 내공있는 모습이 보는 내내 빠져들게 했어요. 특히 이유리님의 울면서 부르는 노래는 정말 압권. 좋은 영화구나 생각했는데 촬영 비하인드 스토리를 들어보니 더 마음에 와 닿습니다. 꼭 남북 동시상영 하는 날이 오길 바랍니다. 배우들 모두 수고하셨고 혹시 영화 안보신분 들은 꼭 보셨으면 좋겠어요. 가슴이 따뜻해지고 재미도 있는 소리꾼 추천합니다. !!!,10
